,node,x_pos,y_pos
0,0,-0.6272925975360563,0.7724128141864178
1,1,-0.9353476085549246,0.34919710527266806
2,2,-0.12587001867337996,-0.9039433801828025
3,3,0.10423152627491626,-0.9418600355837603
4,4,-0.03916303891906959,-1.0
5,5,-0.40579571413143734,0.9120035601310365
6,6,0.47928587653022436,-0.7927931704858383
7,7,-0.6562844205648098,-0.7069240590308823
8,8,-0.12997105849068102,-0.9756465528256492
9,9,-0.7343433994315194,0.6594178881052678
10,10,0.9524079581468394,-0.04867152404589075
11,11,-0.840995574676237,0.404955101556258
12,12,0.9000281450930766,-0.3851415057429534
13,13,0.23105962315021797,-0.9600177541215684
14,14,-0.5114819741626918,-0.8505816908102376
15,15,-0.37513998480053373,0.8737013045500758
16,16,0.9251373448899819,-0.1059019880033132
17,17,-0.7290136151299714,0.5897695508494165
18,18,-0.8880553112793218,-0.31709368604061544
19,19,-0.5263942531733043,-0.7201622371938595
20,20,0.6618448056153932,0.7820612462721519
21,21,0.9218705500408391,0.31450537662762945
22,22,-0.9058602118250683,-0.0520024849972794
23,23,-0.6895218134791072,-0.6189852825731238
24,24,0.32703477671008385,0.9526289711079099
25,25,-0.3347251517538365,-0.9473765226423736
26,26,-0.16940115233062394,0.9741041419450356
27,27,0.907984042010696,0.027847200696853307
28,28,0.329897024273546,-0.9377285482046004
29,29,-0.7231552196318543,0.7456825151220329
30,30,0.09437799818857817,-0.9904517281478489
31,31,-0.925334857648105,0.09418476330697997
32,32,-0.9400868970956531,0.25856740249031646
33,33,-0.6616088330104011,-0.7636933782113968
34,34,0.12727291335442545,0.9174935392353485
35,35,0.8874257455777951,0.4735288180528773
36,36,0.5020261725915234,0.8647265859743728
37,37,0.7327572188620067,-0.4427521939371743
38,38,0.8944720374678694,-0.2668566283373113
39,39,0.798334043210611,-0.6083513861800454
40,40,-0.9163696528631451,0.45232373033739154
41,41,-0.9637719695238479,-0.32651514982642954
42,42,0.9396586936899315,0.11309781460673693
43,43,0.9061696760458621,0.38783045834437296
44,44,0.6751118959164247,-0.6688942519447225
45,45,0.7223845941119019,0.6816789265270033
46,46,-0.2219786253123838,-0.9783741023750587
47,47,-0.09136648115064015,0.9504255314529761
48,48,0.5918137744889581,-0.800648246664381
49,49,-0.7666637448342694,-0.6661424238289698
50,50,-0.9479630438716673,-0.21810935354932248
51,51,0.6741478982754476,0.5942961241586573
52,52,-0.5183286477599387,0.8630366524590245
53,53,0.24486860734386115,0.9504776128662974
54,54,-0.8515238515716851,0.6191374916139952
55,55,0.8917945942659531,-0.20115207424929007
56,56,-0.9924317012076355,-0.06578825981135245
57,57,0.5162600776887264,0.7683886038542058
58,58,0.2694730943876774,-0.8300174163188161
59,59,-0.7126829321734985,-0.501634016692639
60,60,0.8116342933915008,0.5788004708914768
61,61,0.4313469496719255,0.8892358871859525
62,62,0.5772066135123135,0.8216272286952134
63,63,-0.6180094176405038,0.693765978443251
64,64,-0.43294862070353096,-0.830485378682148
65,65,-0.9414729117055599,-0.13717267058874316
66,66,0.7804018780127071,-0.5368488138575355
67,67,0.4379890048076725,-0.9106972043541842
68,68,-0.27860757806838904,-0.9046918592804983
69,69,-0.013631136605428851,0.9734260495628005
70,70,-0.9443488466501847,0.02226651177744813
71,71,-0.00034720456588598856,0.9101690157060577
72,72,0.8986571459677226,-0.3252878112725491
73,73,0.37985087076990826,-0.8464928532632552
74,74,0.645179990725294,0.7254855689210509
75,75,-0.7487032396347628,0.486280679238139
76,76,-0.8482727769404298,-0.39944041016345083
77,77,-0.8465016741167419,0.5275338337030926
78,78,0.9317376524427237,0.23881523401806065
79,79,0.755847956937178,-0.683547230638361
80,80,-0.2536144815406209,0.9293298887999326
81,81,0.8732217273330307,-0.52920463826781
82,82,0.8129489491943617,0.4113248078022949
83,83,0.8404980505131788,0.2525159223935565
84,84,0.5411766277032033,-0.8814819324980772
85,85,0.3455541857937549,0.8119021379570001
86,86,-0.8494293918451438,0.29032322742590144
87,87,-0.5499270396917707,0.7936469424948596
88,88,-0.2987295030413099,0.877004408686098
89,89,0.6860982327565568,-0.7714576104329454
90,90,-0.452213441737608,0.8036577161524032
91,91,0.9609215712754328,0.17339502338333498
92,92,-0.17337793895258113,0.9013620771009991
93,93,-0.26680198797668014,-0.7849093700531414
94,94,-0.8242412273341398,-0.5763670064325584
95,95,-0.9000202903988601,-0.4613770327458512
96,96,-0.9955603233849395,0.14379024357817843
97,97,0.9621546353332743,0.03358347269004254
98,98,0.07314680189271144,0.9684912333607538
99,99,0.7932158132581849,0.6592596920461117
100,100,-0.8018163616033539,-0.5012221429014845
101,101,0.9435407883364412,-0.17427971331215675
102,102,0.18550704315003264,-0.9069877386945634
103,103,0.175335734832038,0.9536505977966917
104,104,0.5709181094308108,-0.6963987107993953
105,105,0.8112481226748764,0.5110019115389025
106,106,0.3489753511771753,0.9009462465535675
107,107,0.8903277211822785,-0.45147743599565987
108,108,-0.4155874049598638,-0.9055667923083838
109,109,-0.9148918159947941,0.18283966287722828
110,110,0.0016761094666689201,-0.9499299497074508
111,111,-0.5933624416733346,-0.8369586128025579
112,112,-0.8551082264126055,-0.21641855087143672
