,node,x_pos,y_pos
0,0,-0.5134491739400204,-0.652153494553821
1,1,-0.27130902170697074,-0.35753057616838285
2,2,-0.23105886671688775,-0.23044289539851553
3,3,0.8996774020489361,-0.2055225638796445
4,4,-0.17186696332430249,-0.34977592203056707
5,5,-0.7682687278859334,-0.12160161994887551
6,6,-0.1983563905945517,-0.6348137678845106
7,7,-0.1539101502801176,-0.43842464016101873
8,8,-0.026073888829935353,-0.5030069487826364
9,9,-0.04505194354297177,-0.25833245731543697
10,10,0.29497439822821747,-0.1339343956257244
11,11,0.853401081085687,-0.3979815129764393
12,12,-0.7182271157886674,-0.3104702465395491
13,13,0.8169588737204991,0.3032135455614034
14,14,-0.4640575400134752,0.8486581641165675
15,15,-0.834884097207145,-0.43125033972813687
16,16,-0.07203786591872252,0.909416241960792
17,17,0.7005023775504673,-0.544892395300189
18,18,0.1478089786376805,-0.9289606129260126
19,19,-0.03096013941289229,-0.8397139760816478
20,20,0.0892254586220538,0.9813513202069808
21,21,-0.4907757474530709,-0.39299566280792114
22,22,0.5987046295835285,0.7712624992454503
23,23,0.9785275193887072,-0.03950328746834053
24,24,-0.4359687802272523,0.6299559511513059
25,25,-0.7051518586088443,0.37537880287165615
26,26,-0.8661590737883582,0.432457642256769
27,27,0.46704607824630434,0.8978062441781918
28,28,0.8677004625969071,0.5589690028751306
29,29,-0.2540346224474851,0.8585347034966496
30,30,1.0,0.16927406998389097
31,31,-0.45307121867276384,-0.8263311129287187
32,32,-0.6911928153896599,-0.5670937553690135
33,33,0.27623201974574807,0.9202860026985478
34,34,0.3904623816862814,-0.802533780170723
35,35,0.7036451718821984,0.6188313683386636
36,36,-0.6890008312731869,0.6918704051038265
